School Name,School Name [Public School] 2010-11,School ID - NCES Assigned [Public School] 2010-11,Agency Name [Public School] 2010-11,Agency ID - NCES Assigned [Public School] 2010-11,County Name [Public School] 2010-11,County Number [Public School] 2010-11,Location Address [Public School] 2010-11,Location City [Public School] 2010-11,Location State Abbr [Public School] 2010-11,Location ZIP [Public School] 2010-11,Location ZIP4 [Public School] 2010-11,Phone Number [Public School] 2010-11,School Type [Public School] 2010-11,Agency Type [District] 2010-11,Operational Status [Public School] 2010-11,Charter School [Public School] 2010-11,Latitude [Public School] 2010-11,Longitude [Public School] 2010-11,State School ID [Public School] 2010-11,State Agency ID [Public School] 2010-11
"REGIONAL DAY SCHOOL, NJ",REGIONAL DAY SCHOOL,348026000000,MORRIS CO ED SERVICES COMMISSION,3480260,MORRIS COUNTY,34027,WEST HANOVER AVE,MORRISTOWN,NJ,7960,,9735399630,2-Special education school,1-Local school district,1-Currently operational,2-No,40.832737,-74.518107,85,273364
"REHOBOTH ELEMENTARY SCHOOL, DE",REHOBOTH ELEMENTARY SCHOOL,100017000000,CAPE HENLOPEN SCHOOL DISTRICT,1000170,SUSSEX COUNTY,10005,500 STOCKLEY ST,REHOBOTH BEACH,DE,19971,1899,3022272571,1-Regular school,1-Local school district,1-Currently operational,2-No,38.709907,-75.087819,722,17
"REINHARD EARLY CHILDHOOD CENTER, NY",REINHARD EARLY CHILDHOOD CENTER,360441000000,BELLMORE UNION FREE SCHOOL DISTRICT,3604410,NASSAU COUNTY,36059,2750 SOUTH ST MARK'S AVE,BELLMORE,NY,11710,5099,5166792931,1-Regular school,1-Local school district,1-Currently operational,2-No,40.655159,-73.525533,280207000000,280207000000
"REMINGTON ELEMENTARY SCHOOL, NY",REMINGTON ELEMENTARY SCHOOL,361524000000,ILION CENTRAL SCHOOL DISTRICT,3615240,HERKIMER COUNTY,36043,77 EAST NORTH ST,ILION,NY,13357,,3158957720,1-Regular school,1-Local school district,1-Currently operational,2-No,43.015586,-75.031206,210501000000,210501000000
"REMSEN ELEMENTARY SCHOOL, NY",REMSEN ELEMENTARY SCHOOL,362436000000,REMSEN CENTRAL SCHOOL DISTRICT,3624360,ONEIDA COUNTY,36065,DAVIS DR,REMSEN,NY,13438,406,3158313797,1-Regular school,1-Local school district,1-Currently operational,2-No,43.332549,-75.189503,411701000000,411701000000
"REMSEN JUNIOR-SENIOR HIGH SCHOOL, NY",REMSEN JUNIOR-SENIOR HIGH SCHOOL,362436000000,REMSEN CENTRAL SCHOOL DISTRICT,3624360,ONEIDA COUNTY,36065,9733 MAIN ST,REMSEN,NY,13438,406,3158313851,1-Regular school,1-Local school district,1-Currently operational,2-No,43.333297,-75.18832,411701000000,411701000000
"REMSENBURG-SPEONK ELEMENTARY SCHOOL, NY",REMSENBURG-SPEONK ELEMENTARY SCHOOL,362442000000,REMSENBURG-SPEONK UNION FREE SCHOOL DISTRICT,3624420,SUFFOLK COUNTY,36103,11 MILL RD,REMSENBURG,NY,11960,900,6313250203,1-Regular school,1-Local school district,1-Currently operational,2-No,40.8146,-72.6945,580901000000,580901000000
"RENAISSANCE ACADEMY, NJ",RENAISSANCE ACADEMY,341134000000,NEWARK,3411340,ESSEX COUNTY,34013,200 WASHINGTON ST,NEWARK,NJ,7102,2921,9737338383,1-Regular school,1-Local school district,1-Currently operational,2-No,40.738018,-74.173865,53,133570
"RENAISSANCE CHARTER SCHOOL (THE), NY",RENAISSANCE CHARTER SCHOOL (THE),360006000000,RENAISSANCE CHARTER SCHOOL (THE),3600059,QUEENS COUNTY,36081,3559 81ST ST,JACKSON HEIGHTS,NY,11372,5033,7188030060,1-Regular school,7-Charter school agency,1-Currently operational,1-Yes,40.751072,-73.885459,343001000000,343001000000
"RENAISSANCE HIGH SCHOOL FOR MUSICAL THEATER AND TE, NY",RENAISSANCE HIGH SCHOOL FOR MUSICAL THEATER AND TE,360009000000,NEW YORK CITY GEOGRAPHIC DISTRICT # 8,3600085,BRONX COUNTY,36005,3000 EAST TREMONT AVE,BRONX,NY,10461,,7184306390,1-Regular school,2-Local school district component of supervisory union,1-Currently operational,2-No,40.840591,-73.838312,320800000000,320800000000
"RENAISSANCE MIDDLE SCH, NJ",RENAISSANCE MIDDLE SCH,341056000000,MONTCLAIR,3410560,ESSEX COUNTY,34013,17 MUNN ST,MONTCLAIR,NJ,7042,,9735095741,1-Regular school,1-Local school district,1-Currently operational,2-No,40.816011,-74.216862,165,133310
"RENAISSANCE REGIONAL LEADERSHIP CS, NJ",RENAISSANCE REGIONAL LEADERSHIP CS,340074000000,RENAISSANCE REGIONAL LEADERSHIP CS,3400737,BURLINGTON COUNTY,34005,202 MAIN ST,VINCENTOWN,NJ,8088,,6098010752,1-Regular school,7-Charter school agency,3-New school,1-Yes,39.932536,-74.745731,927,806044
"RENAISSANCE SCHOOL OF THE ARTS, NY",RENAISSANCE SCHOOL OF THE ARTS,360008000000,NEW YORK CITY GEOGRAPHIC DISTRICT # 4,3600079,NEW YORK COUNTY,36061,410 EAST 100TH ST,MANHATTAN,NY,10029,,2123691564,1-Regular school,2-Local school district component of supervisory union,1-Currently operational,2-No,40.78547,-73.942071,310400000000,310400000000
"RENSAISSANCE CHARTER HIGH SCHOOL FOR INNOVATION, NY",RENSAISSANCE CHARTER HIGH SCHOOL FOR INNOVATION,360104000000,RENSAISSANCE CHARTER HIGH SCHOOL FOR INNOVATION,3601036,NEW YORK COUNTY,36061,410 EAST 100TH ST,NEW YORK,NY,10029,,2127225871,1-Regular school,7-Charter school agency,3-New school,1-Yes,40.78547,-73.942071,343001000000,343001000000
"RENSSELAER JUNIOR/SENIOR HIGH SCHOOL, NY",RENSSELAER JUNIOR/SENIOR HIGH SCHOOL,362445000000,RENSSELAER CITY SCHOOL DISTRICT,3624450,RENSSELAER COUNTY,36083,25 VAN RENSSELAER DR,RENSSELAER,NY,12144,2694,5184368561,1-Regular school,1-Local school district,1-Currently operational,2-No,42.65401,-73.72097,491200000000,491200000000
"RENSSELAER PARK ELEMENTARY SCHOOL, NY",RENSSELAER PARK ELEMENTARY SCHOOL,361674000000,LANSINGBURGH CENTRAL SCHOOL DISTRICT,3616740,RENSSELAER COUNTY,36083,70 110TH ST,TROY,NY,12182,3295,5182336823,1-Regular school,1-Local school district,1-Currently operational,2-No,42.766655,-73.672148,490601000000,490601000000
"RENZULLI ACADEMY, CT",RENZULLI ACADEMY,90192001582,HARTFORD SCHOOL DISTRICT,901920,HARTFORD COUNTY,9003,55 WAVERLY ST,HARTFORD,CT,6120,,8606955160,1-Regular school,1-Local school district,3-New school,2-No,41.795177,-72.68159,40,64
"REPERTORY COMPANY HIGH SCHOOL FOR THEATRE ARTS, NY",REPERTORY COMPANY HIGH SCHOOL FOR THEATRE ARTS,360008000000,NEW YORK CITY GEOGRAPHIC DISTRICT # 2,3600077,NEW YORK COUNTY,36061,123 WEST 43RD ST,NEW YORK,NY,10036,6507,2123821875,1-Regular school,2-Local school district component of supervisory union,1-Currently operational,2-No,40.75595,-73.98447,310200000000,310200000000
"RHAM HIGH SCHOOL, CT",RHAM HIGH SCHOOL,90375000772,REGIONAL SCHOOL DISTRICT 08,903750,TOLLAND COUNTY,9013,85 WALL ST,HEBRON,CT,6248,1500,8602289474,1-Regular school,1-Local school district,1-Currently operational,2-No,41.664447,-72.363512,61,208
"RHAM MIDDLE SCHOOL, CT",RHAM MIDDLE SCHOOL,90375001210,REGIONAL SCHOOL DISTRICT 08,903750,TOLLAND COUNTY,9013,25 RHAM RD,HEBRON,CT,6248,1500,8602289423,1-Regular school,1-Local school district,1-Currently operational,2-No,41.662689,-72.366892,51,208
"RHAME AVENUE ELEMENTARY SCHOOL, NY",RHAME AVENUE ELEMENTARY SCHOOL,360996000000,EAST ROCKAWAY UNION FREE SCHOOL DISTRICT,3609960,NASSAU COUNTY,36059,100 RHAME AVE,EAST ROCKAWAY,NY,11518,1299,5168878300,1-Regular school,1-Local school district,1-Currently operational,2-No,40.638371,-73.665545,280219000000,280219000000
"RHINEBECK SENIOR HIGH SCHOOL, NY",RHINEBECK SENIOR HIGH SCHOOL,362448000000,RHINEBECK CENTRAL SCHOOL DISTRICT,3624480,DUTCHESS COUNTY,36027,45 NORTH PARK RD,RHINEBECK,NY,12572,351,8458715500,1-Regular school,1-Local school district,1-Currently operational,2-No,41.924939,-73.902921,131801000000,131801000000
"RICCARDI ELEMENTARY SCHOOL, NY",RICCARDI ELEMENTARY SCHOOL,362580000000,SAUGERTIES CENTRAL SCHOOL DISTRICT,3625800,ULSTER COUNTY,36111,70 PLENTY ST,GLASCO,NY,12432,,8452476870,1-Regular school,1-Local school district,1-Currently operational,2-No,42.046275,-73.948578,621601000000,621601000000
"RICHARD BUTLER, NJ",RICHARD BUTLER,340252000000,BUTLER,3402520,MORRIS COUNTY,34027,30 PEARL PLACE,BUTLER,NJ,7405,1490,9734922079,1-Regular school,1-Local school district,1-Currently operational,2-No,40.99621,-74.338901,30,270630
"RICHARD C CROCKETT MIDDLE, NJ",RICHARD C CROCKETT MIDDLE,340654000000,HAMILTON TOWNSHIP,3406540,MERCER COUNTY,34021,2631 KUSER RD,TRENTON,NJ,8691,1805,6096314149,1-Regular school,1-Local school district,1-Currently operational,2-No,40.206351,-74.648698,83,211950
"RICHARD D. HUBBARD SCHOOL, CT",RICHARD D. HUBBARD SCHOOL,90021000021,BERLIN SCHOOL DISTRICT,900210,HARTFORD COUNTY,9003,139 GROVE ST,EAST BERLIN,CT,6023,1005,8608284119,1-Regular school,1-Local school district,1-Currently operational,2-No,41.614309,-72.720849,1,7
"RICHARD E BYRD, NJ",RICHARD E BYRD,340597000000,GLEN ROCK,3405970,BERGEN COUNTY,34003,640 DOREMUS AVE,GLEN ROCK,NJ,7452,2033,2014457700,1-Regular school,1-Local school district,1-Currently operational,2-No,40.961524,-74.136027,70,31760
"RICHARD H O'ROURKE MIDDLE SCHOOL, NY",RICHARD H O'ROURKE MIDDLE SCHOOL,360594000000,BURNT HILLS-BALLSTON LAKE CENTRAL SCHOOL DISTRICT,3605940,SCHENECTADY COUNTY,36093,173 LAKEHILL RD,BURNT HILLS,NY,12027,9405,5183999141,1-Regular school,1-Local school district,1-Currently operational,2-No,42.90867,-73.908652,520101000000,520101000000
"RICHARD J BAILEY SCHOOL, NY",RICHARD J BAILEY SCHOOL,361272000000,GREENBURGH CENTRAL SCHOOL DISTRICT,3612720,WESTCHESTER COUNTY,36119,33 HILLSIDE AVE SOUTH,WHITE PLAINS,NY,10607,1499,9149488107,1-Regular school,1-Local school district,1-Currently operational,2-No,41.042485,-73.790735,660407000000,660407000000
"RICHARD L RICE SCHOOL, NJ",RICHARD L RICE SCHOOL,340489000000,EVESHAM TOWNSHIP,3404890,BURLINGTON COUNTY,34005,50 CROWN ROYAL PARKWAY,MARLTON,NJ,8053,2801,8569880685,1-Regular school,1-Local school district,1-Currently operational,2-No,39.848736,-74.877962,65,51420
"RICHARD M TEITELMAN SCH, NJ",RICHARD M TEITELMAN SCH,340909000000,LOWER CAPE MAY REGIONAL,3409090,CAPE MAY COUNTY,34009,687ROUTE 9,CAPE MAY,NJ,8204,4637,6098843475,1-Regular school,1-Local school district,1-Currently operational,2-No,38.978866,-74.907786,60,92820
"RICHARD MANN ELEMENTARY SCHOOL, NY",RICHARD MANN ELEMENTARY SCHOOL,361174000000,GANANDA CENTRAL SCHOOL DISTRICT,3611740,WAYNE COUNTY,36117,1366 WATERFORD RD,WALWORTH,NY,14568,9599,3159863521,1-Regular school,1-Local school district,1-Currently operational,2-No,43.120571,-77.312841,650902000000,650902000000
"RICHARD P CONNOR ELEMENTARY SCHOOL, NY",RICHARD P CONNOR ELEMENTARY SCHOOL,362832000000,RAMAPO CENTRAL SCHOOL DISTRICT (SUFFERN),3628320,ROCKLAND COUNTY,36087,13 CYPRESS RD,SUFFERN,NY,10901,6842,8453572858,1-Regular school,1-Local school district,1-Currently operational,2-No,41.10774,-74.136987,500401000000,500401000000
"RICHARD R GREEN HIGH SCHOOL OF TEACHING, NY",RICHARD R GREEN HIGH SCHOOL OF TEACHING,360008000000,NEW YORK CITY GEOGRAPHIC DISTRICT # 2,3600077,NEW YORK COUNTY,36061,421 EAST 88TH ST,NEW YORK,NY,10128,6601,2127225240,1-Regular school,2-Local school district component of supervisory union,1-Currently operational,2-No,40.778013,-73.94789,310200000000,310200000000
"RICHARD STOCKTON, NJ",RICHARD STOCKTON,340300000000,CHERRY HILL TOWNSHIP,3403000,CAMDEN COUNTY,34007,WEXFORD DR,CHERRY HILL,NJ,8003,1899,8564241505,1-Regular school,1-Local school district,1-Currently operational,2-No,39.89622,-74.96172,113,70800
"RICHARD T STANK MIDDLE SCHOOL, NY",RICHARD T STANK MIDDLE SCHOOL,362838000000,SUSQUEHANNA VALLEY CENTRAL SCHOOL DISTRICT,3628380,BROOME COUNTY,36007,1040 CONKLIN RD,CONKLIN,NY,13748,225,6077750303,1-Regular school,1-Local school district,1-Currently operational,2-No,42.07834,-75.823127,30601060005,30601060000
"RICHARDSON PARK ELEMENTARY SCHOOL, DE",RICHARDSON PARK ELEMENTARY SCHOOL,100130000000,RED CLAY CONSOLIDATED SCHOOL DISTRICT,1001300,NEW CASTLE COUNTY,10003,16 IDELLA AVE,WILMINGTON,DE,19804,1600,3029925570,1-Regular school,1-Local school district,1-Currently operational,2-No,39.724177,-75.591666,254,32
"RICHARDSON PARK LEARNING CENTER, DE",RICHARDSON PARK LEARNING CENTER,100130000000,RED CLAY CONSOLIDATED SCHOOL DISTRICT,1001300,NEW CASTLE COUNTY,10003,99 MIDDLEBORO RD,WILMINGTON,DE,19804,1600,3029925574,2-Special education school,1-Local school district,1-Currently operational,2-No,39.722677,-75.591663,526,32
"RICHEY ELEMENTARY SCHOOL, DE",RICHEY ELEMENTARY SCHOOL,100130000000,RED CLAY CONSOLIDATED SCHOOL DISTRICT,1001300,NEW CASTLE COUNTY,10003,105 EAST HIGHLAND AVE,WILMINGTON,DE,19804,2700,3029925535,1-Regular school,1-Local school district,1-Currently operational,2-No,39.716864,-75.607763,260,32
"RICHFIELD SPRINGS CENTRAL SCHOOL, NY",RICHFIELD SPRINGS CENTRAL SCHOOL,362457000000,RICHFIELD SPRINGS CENTRAL SCHOOL DISTRICT,3624570,OTSEGO COUNTY,36077,93 MAIN ST,RICHFIELD SPRINGS,NY,13439,631,3158580610,1-Regular school,1-Local school district,1-Currently operational,2-No,42.854076,-74.988967,472001000000,472001000000
"RICHMOND AVE, NJ",RICHMOND AVE,340096000000,ATLANTIC CITY,3400960,ATLANTIC COUNTY,34001,RICHMOND AND VENTNOR AVES,ATLANTIC CITY,NJ,8401,5860,6093437250,1-Regular school,1-Local school district,1-Currently operational,2-No,39.34954,-74.46018,120,10110
"RICHMOND HILL HIGH SCHOOL, NY",RICHMOND HILL HIGH SCHOOL,360012000000,NEW YORK CITY GEOGRAPHIC DISTRICT #27,3600123,QUEENS COUNTY,36081,8930 114TH ST,RICHMOND HILL,NY,11418,,7188463335,1-Regular school,2-Local school district component of supervisory union,1-Currently operational,2-No,40.695885,-73.833705,342700000000,342700000000
"RIDGE, NJ",RIDGE,341383000000,RIDGEWOOD VILLAGE,3413830,BERGEN COUNTY,34003,325 WEST RIDGEWOOD AVE,RIDGEWOOD,NJ,7450,3624,2016702740,1-Regular school,1-Local school district,1-Currently operational,2-No,40.984666,-74.131518,90,34390
"RIDGE AND VALLEY CS, NJ",RIDGE AND VALLEY CS,340008000000,RIDGE AND VALLEY CHARTER SCHOOL,3400082,WARREN COUNTY,34041,1234 STATE ROUTE 94,BLAIRSTOWN,NJ,7825,,9083621114,1-Regular school,7-Charter school agency,1-Currently operational,1-Yes,40.9752,-74.9341,900,807727
"RIDGE ELEMENTARY SCHOOL, NY",RIDGE ELEMENTARY SCHOOL,361923000000,LONGWOOD CENTRAL SCHOOL DISTRICT,3619230,SUFFOLK COUNTY,36103,1 RIDGE RD,RIDGE,NY,11961,1007,6313452765,1-Regular school,1-Local school district,1-Currently operational,2-No,40.89384,-72.896221,580212000000,580212000000
"RIDGE HIGH, NJ",RIDGE HIGH,340165000000,BERNARDS TOWNSHIP,3401650,SOMERSET COUNTY,34035,268 SO FINLEY AVE,BASKING RIDGE,NJ,7920,9439,9082042585,1-Regular school,1-Local school district,1-Currently operational,2-No,40.694825,-74.549096,50,350350
"RIDGE HILL SCHOOL, CT",RIDGE HILL SCHOOL,90186000345,HAMDEN SCHOOL DISTRICT,901860,NEW HAVEN COUNTY,9009,120 CAREW RD,HAMDEN,CT,6517,2906,2034072035,1-Regular school,1-Local school district,1-Currently operational,2-No,41.346703,-72.897521,11,62
"RIDGE MILLS ELEMENTARY SCHOOL, NY",RIDGE MILLS ELEMENTARY SCHOOL,362490000000,ROME CITY SCHOOL DISTRICT,3624900,ONEIDA COUNTY,36065,7841 ROMEWSTRNVLL RD,ROME,NY,13440,2299,3153341280,1-Regular school,1-Local school district,1-Currently operational,2-No,43.242277,-75.43846,411800000000,411800000000
"RIDGE RANCH, NJ",RIDGE RANCH,341242000000,PARAMUS,3412420,BERGEN COUNTY,34003,345 LOCKWOOD DR,PARAMUS,NJ,7652,,2012617800,1-Regular school,1-Local school district,1-Currently operational,2-No,40.944015,-74.064261,110,33930
"RIDGE ROAD ELEMENTARY SCHOOL, CT",RIDGE ROAD ELEMENTARY SCHOOL,90303000633,NORTH HAVEN SCHOOL DISTRICT,903030,NEW HAVEN COUNTY,9009,1341 RIDGE RD,NORTH HAVEN,CT,6473,3005,2032484050,1-Regular school,1-Local school district,1-Currently operational,2-No,41.371433,-72.896574,3,101
"RIDGE ROAD SCHOOL, NY",RIDGE ROAD SCHOOL,361485000000,HORSEHEADS CENTRAL SCHOOL DISTRICT,3614850,CHEMUNG COUNTY,36015,112 RIDGE RD,HORSEHEADS,NY,14845,1793,6077396351,1-Regular school,1-Local school district,1-Currently operational,2-No,42.1891,-76.815224,70901060004,70901060000
"RIDGE ST, NJ",RIDGE ST,341134000000,NEWARK,3411340,ESSEX COUNTY,34013,735 RIDGE ST,NEWARK,NJ,7104,2323,9732685210,1-Regular school,1-Local school district,1-Currently operational,2-No,40.778872,-74.166402,610,133570
"RIDGEBURY ELEMENTARY SCHOOL, CT",RIDGEBURY ELEMENTARY SCHOOL,90381000778,RIDGEFIELD SCHOOL DISTRICT,903810,FAIRFIELD COUNTY,9001,112 BENNETT'S FARM RD,RIDGEFIELD,CT,6877,1511,2034386555,1-Regular school,1-Local school district,1-Currently operational,2-No,41.339685,-73.511679,3,118
"RIDGEDALE, NJ",RIDGEDALE,340525000000,FLORHAM PARK,3405250,MORRIS COUNTY,34027,71 RIDGEDALE AVE,FLORHAM PARK,NJ,7932,2097,9738223855,1-Regular school,1-Local school district,1-Currently operational,2-No,40.778066,-74.399955,30,271530
"RIDGEFIELD HIGH SCHOOL, CT",RIDGEFIELD HIGH SCHOOL,90381000779,RIDGEFIELD SCHOOL DISTRICT,903810,FAIRFIELD COUNTY,9001,700 NORTH SALEM RD,RIDGEFIELD,CT,6877,1716,2034383785,1-Regular school,1-Local school district,1-Currently operational,2-No,41.325172,-73.527841,61,118
"RIDGEFIELD MEMORIAL HIGH, NJ",RIDGEFIELD MEMORIAL HIGH,341377000000,RIDGEFIELD,3413770,BERGEN COUNTY,34003,WALNUT ST,RIDGEFIELD,NJ,7657,1899,2019454455,1-Regular school,1-Local school district,1-Currently operational,2-No,40.8311,-73.99946,50,34370
"RIDGEFIELD PARK JR SR HS, NJ",RIDGEFIELD PARK JR SR HS,341380000000,RIDGEFIELD PARK,3413800,BERGEN COUNTY,34003,1 OZZIE NELSON DR,RIDGEFIELD PARK,NJ,7660,1200,2014401440,1-Regular school,1-Local school district,1-Currently operational,2-No,40.860278,-74.015337,50,34380
"RIDGEWAY ELEM, NJ",RIDGEWAY ELEM,340945000000,MANCHESTER TOWNSHIP,3409450,OCEAN COUNTY,34029,2861 RIDGEWAY RD,MANCHESTER,NJ,8759,,7323230800,1-Regular school,1-Local school district,1-Currently operational,2-No,40.020198,-74.264057,50,292940
"RIDGEWAY SCHOOL, NY",RIDGEWAY SCHOOL,363126000000,WHITE PLAINS CITY SCHOOL DISTRICT,3631260,WESTCHESTER COUNTY,36119,225 RIDGEWAY,WHITE PLAINS,NY,10605,3999,9144222081,1-Regular school,1-Local school district,1-Currently operational,2-No,41.005325,-73.752742,662200000000,662200000000
"RIDGEWOOD AVENUE SCHOOL, NJ",RIDGEWOOD AVENUE SCHOOL,340594000000,GLEN RIDGE,3405940,ESSEX COUNTY,34013,235 RIDGEWOOD AVE,GLEN RIDGE,NJ,7028,1019,9734298306,1-Regular school,1-Local school district,1-Currently operational,2-No,40.800557,-74.204031,75,131750
"RIDGEWOOD HIGH, NJ",RIDGEWOOD HIGH,341383000000,RIDGEWOOD VILLAGE,3413830,BERGEN COUNTY,34003,627 EAST RIDGEWOOD AVE,RIDGEWOOD,NJ,7451,3394,2016702800,1-Regular school,1-Local school district,1-Currently operational,2-No,40.976666,-74.105682,50,34390
"RIECK AVE, NJ",RIECK AVE,341032000000,MILLVILLE,3410320,CUMBERLAND COUNTY,34011,339 RIECK AVE,MILLVILLE,NJ,8332,4733,8563276093,1-Regular school,1-Local school district,1-Currently operational,2-No,39.390144,-75.07505,85,113230
"RIKER HILL, NJ",RIKER HILL,340882000000,LIVINGSTON TOWNSHIP,3408820,ESSEX COUNTY,34013,31 BLACKSTONE DR,LIVINGSTON,NJ,7039,1801,9735358000,1-Regular school,1-Local school district,1-Currently operational,2-No,40.800637,-74.332398,118,132730
"RILETTA CREAM ELEM SCHOOL, NJ",RILETTA CREAM ELEM SCHOOL,340264000000,CAMDEN CITY,3402640,CAMDEN COUNTY,34007,MULFORD AND BUDD STREETS,CAMDEN,NJ,8104,,8569664760,1-Regular school,1-Local school district,1-Currently operational,2-No,39.92033,-75.10745,175,70680
"RILEY AVENUE SCHOOL, NY",RILEY AVENUE SCHOOL,362469000000,RIVERHEAD CENTRAL SCHOOL DISTRICT,3624690,SUFFOLK COUNTY,36103,374 RILEY AVE,CALVERTON,NY,11933,1308,6313696804,1-Regular school,1-Local school district,1-Currently operational,2-No,40.939182,-72.741197,580602000000,580602000000
"RIPLEY CENTRAL SCHOOL, NY",RIPLEY CENTRAL SCHOOL,362466000000,RIPLEY CENTRAL SCHOOL DISTRICT,3624660,CHAUTAUQUA COUNTY,36013,12 NORTH STATE ST,RIPLEY,NY,14775,688,7167362631,1-Regular school,1-Local school district,1-Currently operational,2-No,42.266133,-79.709989,62401040001,62401040000
"RIPPOWAM MIDDLE SCHOOL, CT",RIPPOWAM MIDDLE SCHOOL,90432001353,STAMFORD SCHOOL DISTRICT,904320,FAIRFIELD COUNTY,9001,381 HIGH RIDGE RD,STAMFORD,CT,6905,3018,2039775255,1-Regular school,1-Local school district,1-Currently operational,2-No,41.084843,-73.549101,58,135
"RISE TRANSITIONAL PROGRAM, CT",RISE TRANSITIONAL PROGRAM,90091001555,COOPERATIVE EDUCATIONAL SERVI,900910,FAIRFIELD COUNTY,9001,25 OAKVIEW DR,TRUMBULL,CT,6611,,2033658840,1-Regular school,4-Regional education services agency,1-Currently operational,2-No,41.231149,-73.203025,93,243
"RIVER DELL MID RIVR EDGE, NJ",RIVER DELL MID RIVR EDGE,341226000000,RIVER DELL REGIONAL HIGH,3412260,BERGEN COUNTY,34003,230 WOODLAND AVE,ORADELL,NJ,7649,2500,2015997246,1-Regular school,1-Local school district,1-Currently operational,2-No,40.940474,-74.03602,60,34405
"RIVER DELL REGIONAL H S, NJ",RIVER DELL REGIONAL H S,341226000000,RIVER DELL REGIONAL HIGH,3412260,BERGEN COUNTY,34003,55 PYLE ST,ORADELL,NJ,7649,2599,2015997240,1-Regular school,1-Local school district,1-Currently operational,2-No,40.944717,-74.03441,50,34405
"RIVER EAST ELEMENTARY, NY",RIVER EAST ELEMENTARY,360008000000,NEW YORK CITY GEOGRAPHIC DISTRICT # 4,3600079,NEW YORK COUNTY,36061,508 EAST 120TH ST,NEW YORK,NY,10035,,2123482208,1-Regular school,2-Local school district component of supervisory union,1-Currently operational,2-No,40.797527,-73.931144,310400000000,310400000000
"RIVER ELEMENTARY SCHOOL, NY",RIVER ELEMENTARY SCHOOL,362247000000,PATCHOGUE-MEDFORD UNION FREE SCHOOL DISTRICT,3622470,SUFFOLK COUNTY,36103,46 RIVER AVE,PATCHOGUE,NY,11772,3371,6316878350,1-Regular school,1-Local school district,1-Currently operational,2-No,40.763355,-73.022884,580224000000,580224000000
"RIVER PLAZA, NJ",RIVER PLAZA,341011000000,MIDDLETOWN TOWNSHIP,3410110,MONMOUTH COUNTY,34025,155 HUBBARD AVE,RED BANK,NJ,7701,5599,7327473679,1-Regular school,1-Local school district,1-Currently operational,2-No,40.355071,-74.087244,160,253160
"RIVER STREET EARLY LEARNING CENTER (SITE 2), CT",RIVER STREET EARLY LEARNING CENTER (SITE 2),90070001510,CAPITOL REGION EDUCATION COUN,900700,HARTFORD COUNTY,9003,34 SEQUASSEN ST,HARTFORD,CT,6106,,8607278481,2-Special education school,4-Regional education services agency,1-Currently operational,2-No,41.756376,-72.665329,95,241
"RIVER STREET SCHOOL, CT",RIVER STREET SCHOOL,90070001495,CAPITOL REGION EDUCATION COUN,900700,HARTFORD COUNTY,9003,601 RIVER ST,WINDSOR,CT,6095,,8602989079,4-Alternative/other school,4-Regional education services agency,1-Currently operational,2-No,41.896734,-72.656819,93,241
"RIVER VALLEY SERVICES, CT",RIVER VALLEY SERVICES,90002701546,DEPARTMENT OF MENTAL HEALTH A,900027,MIDDLESEX COUNTY,9007,2 CENTER RD WEST,OLD SAYBROOK,CT,6475,,8602625200,1-Regular school,5-State-operated institution,1-Currently operational,2-No,41.286662,-72.411588,8,337
"RIVERBANK CHARTER SCHOOL OF EXCELLENCE, NJ",RIVERBANK CHARTER SCHOOL OF EXCELLENCE,340073000000,RIVERBANK CHARTER SCHOOL OF EXCELLENCE,3400731,BURLINGTON COUNTY,34005,1300 HORNBERGER AVE,ROEBLING,NJ,8554,,6094991615,1-Regular school,7-Charter school agency,1-Currently operational,1-Yes,40.116039,-74.783164,908,806026
